timestamp_utc,experiment,noise,p,shots,idle_steps,seed,state,method,n,basis,decode_mode,readout_error_p,readout_mitigated,stabilizer_rounds,readout_error_0to1,readout_error_1to0,single_qubit_gate_error_p,cx_gate_error_p,kept_fraction,success,success_ci_lower,success_ci_upper,success_theory,counts
2026-03-15T02:32:26.621460+00:00,phaseflip,phaseflip,0.11249999999999999,4000,4,12345,plus,phaseflip_rep_n5,5,X,majority,0.0,False,1,0.0,0.0,0.0,0.0,1.0,0.802,0.7893633628683081,0.8140571121075251,0.8100063720543592,"{'00011': 126, '11001': 54, '01000': 268, '10101': 60, '11110': 32, '10000': 281, '10110': 79, '00110': 151, '11000': 142, '00010': 251, '01011': 72, '00100': 242, '11010': 69, '00000': 583, '01111': 30, '00001': 273, '01010': 133, '00101': 143, '01001': 123, '10001': 116, '11100': 51, '01110': 58, '00111': 62, '10010': 135, '01100': 117, '01101': 67, '10011': 75, '10111': 26, '10100': 124, '11011': 22, '11101': 26, '11111': 9}"
2026-03-15T02:32:26.621460+00:00,phaseflip,phaseflip,0.12499999999999999,4000,4,12345,plus,baseline_n1,1,X,majority,0.0,False,1,0.0,0.0,0.0,0.0,1.0,0.664,0.6492108904866507,0.6784744005598282,0.658203125,"{'1': 1344, '0': 2656}"
2026-03-15T02:32:26.621460+00:00,phaseflip,phaseflip,0.12499999999999999,4000,4,12345,plus,phaseflip_rep_n3,3,X,majority,0.0,False,1,0.0,0.0,0.0,0.0,1.0,0.72375,0.7096832292687253,0.7373874040949923,0.7293855994939804,"{'000': 1118, '001': 569, '100': 601, '011': 322, '101': 321, '010': 607, '110': 302, '111': 160}"
2026-03-15T02:32:26.621460+00:00,phaseflip,phaseflip,0.12499999999999999,4000,4,12345,plus,phaseflip_rep_n5,5,X,majority,0.0,False,1,0.0,0.0,0.0,0.0,1.0,0.77175,0.7584861088575338,0.7844924145685678,0.7774277415985011,"{'11110': 40, '00100': 242, '11001': 56, '11010': 72, '10001': 130, '01000': 271, '11000': 156, '10110': 64, '00011': 125, '01100': 136, '11011': 44, '00001': 245, '10000': 260, '00010': 239, '00000': 506, '01011': 76, '00110': 147, '10111': 49, '01010': 129, '10010': 121, '11101': 31, '11100': 57, '10011': 85, '01101': 68, '01111': 39, '00101': 115, '10100': 143, '01001': 122, '01110': 68, '10101': 68, '00111': 84, '11111': 12}"
2026-03-15T02:32:26.621460+00:00,phaseflip,phaseflip,0.13749999999999998,4000,4,12345,plus,baseline_n1,1,X,majority,0.0,False,1,0.0,0.0,0.0,0.0,1.0,0.6455,0.6305422745897326,0.6601785171618691,0.6381408203125001,"{'1': 1418, '0': 2582}"
2026-03-15T02:32:26.621460+00:00,phaseflip,phaseflip,0.13749999999999998,4000,4,12345,plus,phaseflip_rep_n3,3,X,majority,0.0,False,1,0.0,0.0,0.0,0.0,1.0,0.6985,0.6840933453415092,0.7125257416873083,0.7019389793514392,"{'000': 1019, '010': 603, '100': 605, '011': 337, '001': 567, '101': 345, '110': 334, '111': 190}"
2026-03-15T02:32:26.621460+00:00,phaseflip,phaseflip,0.13749999999999998,4000,4,12345,plus,phaseflip_rep_n5,5,X,majority,0.0,False,1,0.0,0.0,0.0,0.0,1.0,0.75025,0.7365994512952492,0.7634203297070761,0.7461352395975077,"{'00100': 230, '11000': 161, '01001': 138, '11111': 22, '11010': 62, '01000': 271, '10001': 146, '11011': 49, '00011': 122, '10010': 120, '01101': 86, '00101': 137, '11100': 74, '00001': 240, '10000': 250, '00010': 229, '00000': 424, '11001': 89, '01100': 141, '00111': 87, '01011': 70, '10011': 75, '11101': 40, '11110': 40, '10100': 156, '01111': 31, '10101': 78, '00110': 114, '01010': 122, '01110': 78, '10111': 38, '10110': 80}"
2026-03-15T02:32:26.621460+00:00,phaseflip,phaseflip,0.15,4000,4,12345,plus,baseline_n1,1,X,majority,0.0,False,1,0.0,0.0,0.0,0.0,1.0,0.6295,0.6144159890685459,0.6443355059955944,0.62005,"{'1': 1482, '0': 2518}"
2026-03-15T02:32:26.621460+00:00,phaseflip,phaseflip,0.15,4000,4,12345,plus,phaseflip_rep_n3,3,X,majority,0.0,False,1,0.0,0.0,0.0,0.0,1.0,0.669,0.6542607339952173,0.6834149622660934,0.67661467819975,"{'000': 944, '010': 580, '100': 602, '011': 368, '001': 550, '101': 380, '110': 357, '111': 219}"
2026-03-15T02:32:26.621460+00:00,phaseflip,phaseflip,0.15,4000,4,12345,plus,phaseflip_rep_n5,5,X,majority,0.0,False,1,0.0,0.0,0.0,0.0,1.0,0.718,0.7038511377496958,0.7317305296169653,0.716592555998683,"{'00100': 207, '11000': 145, '01010': 136, '11111': 28, '11011': 50, '10010': 143, '11010': 78, '01000': 246, '01001': 155, '01110': 88, '00110': 130, '11100': 89, '00001': 217, '10001': 140, '00010': 223, '01101': 90, '00101': 124, '00000': 373, '01100': 135, '10100': 142, '11110': 51, '10000': 224, '11101': 41, '00011': 132, '10110': 88, '11001': 100, '10101': 96, '00111': 76, '10011': 75, '01011': 76, '10111': 56, '01111': 46}"
